CIC,ACNA,Entity,Assgnmt Dt,Contact,Phone,Street,City,State,Zip
5969,IFG,"OpticTel Long Distance, LLC",10/26/2015,Ed McLaughlin,918-865-5163,P.O. Box 1959,"Mannford,",OK,74044-1959
5970,IFG,"OpticTel Long Distance, LLC",12/14/1995,Ed McLaughlin,918-865-5163,P.O. Box 1959,"Mannford,",OK,74044-1959
5971,VAU,"Windstream Southwest Long Distance, L.P.",07/27/2000,Edward Webber,585-340-2854,600 Willowbrook Office Park,Fairport,NY,14450
5972,---,Rogers Communications Partnership (RCP),04/20/1998,Sheila Tan,416-935-8140,350 Bloor Street East,"Toronto, Ontario",CANADA,M4W 0A1
5973,CKO,"C R Telco, Inc., dba Cap Rock Telecomm.",12/14/1995,Jim Whitefield,806-271-3003,P.O. Box 119  121 East Third,Spur,TX,79370
5975,NHM,Nortex Communications Co.,06/29/1998,Alvin Fuhrman,940-736-2255,"205 N. Walnut St., P.O. Drawer 587","Muenster,",TX,76252
5976,CJG,"Windstream Concord Telephone, Inc.",10/11/1996,Edward Webber,585-340-2854,600 Willowbrook Office Park,Fairport,NY,14450
5977,SCE,Broadview Networks,05/21/1999,JoAnn Wight,610-755-4397,1019 W. Ninth Ave.,King of Prussia,PA,19406
5980,PYI,"Price County Information Systems, Inc.",05/26/2000,Bob Thompson,715-798-3303,"43705 US Hwy. 63, P.O. Box 67",Cable,WI,54821
5983,OCW,"Otelco Telecommunications, LLC",11/10/1995,Dennis Andrews,256-586-1420,505 3rd Ave. E,"Oneonta,",AL,35121
5984,RUW,Reedsburg Utility Commission,4/26/2005,Mary Bendall,608-768-1000,501 Utility Ct.,Reedsburg,WI,53959
5987,FDS,"FTC Diversified Services, Inc.",06/07/1999,"Guy Dent Adams, Jr.",843-382-1335,"1101 E. Main St., P.O. Box 588","Kingstree,",SC,29556
5989,WMN,Wightman Telecom Ltd.,09/30/2001,Kolos Gugan,519-327-9268,"100 Elora St. N., P.O. Box 70","Clifford, Ontario",CANADA,N0G 1M0
5992,TKP,"First Communications, LLC",10/09/1998,Jorge Rodriguez,630-812-6395,3340 W. Market St.,Akron,OH,44333
5993,CJX,"Central Texas Communications, Inc.",10/04/1996,Mary Pritchard,325-648-2237,"1012 Reilley St.,  P.O. Box 627",Goldthwaite,TX,76844
5996,BGL,"Bluegrass Telecom, LLC",01/12/1998,Mike Grendi,270-769-0339,2902 Ring Rd.,"Elizabethtown,",KY,42701
5997,GCG,"First Communications, LLC",08/23/1997,Jorge Rodriguez,630-812-6395,3340 W. Market St.,Akron,OH,44333
5998,YMT,"Symtelco, LLC",02/24/2003,Greg Hogan,---,---,---,---,---
6000,---,Globalive Communications Corp.,02/20/2003,Andy Jaikissoon,647-925-5555,"48 Younge St., Suite 1200","Toronto, Ontario",CANADA,M5E 1G6
6001,OPE,"O1 Communications, Inc.",12/8/2010,Claudia Garin,916-235-2015,5190 Golden Foothill Pkwy.,El Dorado Hills,CA,95762
6002,MXS,Fido Solutions Inc.,09/30/1998,Sheila Tan,46-935-8140,"350 Bloor Street East, 6th Floor","Toronto, Ontario",CANADA,M4W 0A1
6003,BLO,"Borderland Communications, LLC",07/20/1998,Jim Paulos,920-617-7085,470 Security Blvd.,Green Bay,WI,54313
6004,HSD,"Chesnee Long Distance, Inc.",08/30/1999,Steven Hardin,336-877-3111,208 South Alabama Ave.,Chesnee,SC,29323
6010,NOB,"Spruce Knob Seneca Rocks Telephone, Inc.",10/08/2003,Sarah K. Nottingham,304-567-2121,P.O. Box 100,"Riverton,",WV,26814
6011,LNU,"LincTel Communications, Inc.",01/23/2004,Ken Lumpkin,406-362-4216,"HCR-30, Box 1, 111 Stemple Pass Rd.","Lincoln,",MT,59639
6012,EWB,The Electric & Water Plant Board of the City of Frankfort,01/09/2004,Casey Jones,502-352-4320,151 Flynn Ave.,Frankfort,KY,40601
6015,DSB,"Dialog Small Business Alliance, Inc.",8/31/2005,John Padgett,704-887-1340,"756 Tyvola Rd., Suite 100",Charlotte,NC,28078
6016,NCV,"Netcarrier Telecom, Inc.",09/06/1999,Caryn J. Gerczak,215-966-3382,4000 N. Cannon Ave.,Lansdale,PA,19446
6018,HCY,"Hamilton County Long Distance, Inc.",03/15/2000,David Parkhill,618-736-2211,P.O. Box 40,"Dahlgren,",IL,62828
6019,WHH,"Wheat State Telephone, Inc.",03/10/2000,Berniece Millsap,620-782-3341,106 W. First St.,"Udall,",KS,67146
6020,PWH,Pulaski-White Rural Telephone Cooperative Inc.,10/08/1999,Brent A. Gillum,574-278-7121,"P.O. Box 408, 306 S. State Rd. 39",Buffalo,IN,47925
6021,FIV,"Futiva, LLC",5/7/2018,Kevin Pyle,618-736-2901,201 East St. Route 142,Dahlgren,IL,62828
6023,POK,"Peoples Telecommunications, LLC",03/10/2000,Daniel Welch,913-757-2500,208 N. Broadway,LaCygne,KS,66040
6024,RHM,"Richmond Connections, Inc.",05/19/2000,Christa Proper,413-447-3787,1416 State Rd.,"Richmond,",MA,01254
6028,OMD,"Comcast Telephony Communications of Maryland, Inc.",10/19/2000,John Blimmel,303-658-7197,183 Inverness Drive West,Englewood,CO,80111
6030,WLA,"Western Long Distance, Inc.",03/31/2000,Julia H. DeMartini,360-321-0001,14888 SR 525,"Langley,",WA,98260
6032,ELY,Telcom Supply Inc.,10/24/2000,Ray Tiner,936-318-1140,"701 W. Church St., Suite A","Livingston,",TX,77351
6033,PXL,"Phoenix Long Distance, Inc.",10/30/2000,Helen Bryan,918-569-4111,102 East Choctaw,"Clayton,",OK,74536
6035,WKN,"West Kentucky Rural Telephone Cooperative, Inc.",6/22/2000,Karen Jackson-Furman,270-856-9988,100 WK&T Technology Dr.,Mayfield,KY,42066
6037,DVH,"Advanced Communications Technology, Inc.",10/17/2000,Tim Green,307-673-0910,2325 E. Front St.,"Forsyth,",MT,59327
6040,HYF,"Hayneville Fiber Transport, Inc.",10/02/1997,Tammy A. Williams,334-548-2101,P.O. Box 175,Hayneville,AL,36040
6041,DVH,"Advanced Communications Technology, Inc.",10/24/2000,Tim Green,307-673-0910,2325 E. Front St.,"Forsyth,",MT,59327
6045,RWP,"Rainbow Telecommunications Association, Inc.",01/26/2001,Beverly J. Armstrong,785-548-7511,608 Main St.,Everest,KS,66424
6046,PLY,Ponderosa Cablevision dba Ponderosa Long Distance,01/29/2001,Dan Douglas,559-868-3312,P.O. Box 21,"O'Neals,",CA,93645
6048,KMN,Kasson-Mantorville Telephone Company,10/31/2001,Mary Ehmke,507-634-2511,18 2nd Ave. NW,"Kasson,",MN,55944
6049,YET,"Arkwest Communications, Inc.",09/20/2000,Carmen L. Adair,479-495-4217,P.O. Box 699,"Danville,",AR,72833
6052,RKM,Cricket Communications Inc.,11/29/2002,Percy Verayo,858-882-9213,10307 Pacific Center Court,"San Diego,",CA,92127
6056,EAL,"Central Arkansas Telephone Cooperative, Inc.",01/30/2001,Shirley Kinnaird,501-865-3212,2500 Hwy. 7 South,"Bismark,",AR,71929
6062,PNJ,Pacific Centrex Services Inc.,7/28/2011,---,818-623-2300,6855 Tujunga Ave.,North Hollywood,CA,91605
6070,IFU,"Block Line Systems, LLC",9/28/2007,Nikki A. Sweeney,610-355-9775,1645 West Chester Pike,West Chester,PA,19382
6073,WVA,"Twin Valley Telephone, Inc.",10/10/2008,Kevin W. Thompson,785-427-9507,22 Spruce,"Miltonvale,",KS,67466
6082,CPO,CTC Communications Corp.,03/27/2000,Edward J. Webber,585-340-2854,600 Willowbrook Office Park,Fairport,NY,14450
6083,SKO,South Arkansas Telephone Co.,09/08/2000,Greg Ashcraft,870-942-4344,"P.O. Box 130, 302 North Oak St.","Sheridan,",AR,72150
6085,YAR,"Airecast, LLC",1/27/2014,Greg Ashcraft,870-942-4344,400 W. Main St.,Hampton,AR,71744
6088,COV,"Collective Communications Services, Inc.",02/23/1996,---,---,---,---,---,---
6090,FOU,CF Communications LLC,07/15/2002,Brian Mendelsohn,415-869-9000,3221 20th St.,"San Francisco,",CA,94110
6101,HNW,"Host Network, Inc.",06/14/1996,Steve Salek,---,---,---,---,---
6102,PCI,PCI,03/25/1997,John Day,671-477-2244,135 Chalan Santo Papa,Agana,GUAM,96910
6104,QGC,"Geneseo Communications Services, Inc.",04/06/2000,Scott Rubins,309-944-8089,111 East First St.,"Geneseo,",IL,61254
6105,WGO,WCTA Long Distance Co.,10/18/1996,Mark Thoma,641-592-6105,704 E. Main,"Lake Mills,",IA,50450
6106,CJA,Centennial De Puerto Rico,08/29/1997,Manuel Cruz Rivera,787-620-3204,P.O. Box 71514,"San Juan,",Puerto Rico,00936
6107,NMQ,National Mobile Communications Corp.,02/18/2000,Anthony Lievanos,518-694-8716,"41 State St., 10th Floor",Albany,NY,12207
6108,IFD,"Indiana Fones, Inc.",01/15/1996,Julie Mitchell,317-323-2206,2331 E. 600 N.,Greenfield,IN,46140
6109,LAW,"NORTHERN IOWA COMMUNICATIONS PARTNERS, L.L.C. ",03/10/2000,Dana L. Loring,712-853-6121,106 E. Robins St.,Graettinger,IA,51342
6110,BSO,"BellSouth Telecommunications, Inc.",3/9/1995,Linda F. Richardson,925-543-1530,"5001 Executive Pkwy, Room 3W200W",San Ramon,CA,94583
6111,TWB,"Telepool Network, Inc.",02/24/1996,David E. Steen,---,"8000 West 78th St., Suite 180",Minneapolis,MN,55439-2535
6112,AYV,"ACN Communication Services, Inc.",03/17/2000,Anthony Solomon,704-260-3340,1000 Progress Place,Concord,NC,28025
6115,MIQ,"Moundridge Telecom, Inc.",04/06/2000,Harry Weelborg,316-345-3900,109 North Christian Ave.,"Moundridge,",KS,67107
6116,SBU,"SkyBest Communications, Inc.",05/05/2000,Steven Hardin,336-877-3111,1200 NC Hwy. 194 North,West Jefferson,NC,28694
6117,AYM,"Adams TelSystems, Inc.",10/20/1998,Jim Broemmer,217-696-4411,"P.O. Box 217, 405 Emminga Rd.","Golden,",IL,62339
6119,EGX,"EGIX Network Services, Inc.",11/23/2004,James Kinnett,317-290-6558,"11550 N. Meridian St., Suite 500","Carmel,",IN,46032
6121,GBU,"Windstream NuVox, Inc.",03/15/1999,Edward Webber,585-340-2854,600 Willowbrook Office Park,Fairport,NY,14450
6123,SBZ,"SBC Long Distance, LLC dba AT&T Long Distance",,Joe Brozynski,414-283-0991,722 N Broadway 04M275C,Milwaukee,WI,53202
6125,WNL,"Wantel, Inc.",12/8/2004,Will Burge,541-229-0229 ,832 Highland St.,"Roseburg,",OR,97470
6126,SBU,"SkyBest Communications, Inc.",1/23/2009,Steven Hardin,336-877-3111,1200 NC Hwy. 194 North,West Jefferson,NC,28694
6128,EFW,Centennial Florida Switch Corporation,03/21/2000,Edith Rosario,787-717-9648,P.O. Box 71514,"San Juan,",Puerto Rico,00936-8614
6132,PHH,BroadRiver Communication Corp.,06/19/2000,Lisa DeKalb,404-961-1013,1000 Hemphill Ave. NW,Atlanta,GA,30318
6133,FDI,"FirstDigital Telecom, LLC",06/26/2001,Wesley McDougal,801-456-1000,"90 South 400 West, Suite M-100","Salt Lake City,",UT,84101
6139,EIV,Eastern Illini Services Corporation,04/12/2000,J. Brandon Jackson,217-379-2131,330 West Ottawa Street,"Paxton,",IL,60957
6142,MUJ,"Mountain Rural Telephone Cooperative Corp., Inc.",03/24/2000,W. A. Gillum,606-743-3121,"P.O. Box 399, 405 Main St.","West Liberty,",KY,41472
6143,MUJ,"Mountain Rural Telephone Cooperative Corp., Inc.",03/24/2000,W. A. Gillum,606-743-3121,"P.O. Box 399, 405 Main St.","West Liberty,",KY,41472
6147,KLM,KLM Long Distance,11/09/2000,Jane C. Sutherland,402-426-6242,1638 Lincoln St.,Blair,NE,68008
6148,GNK,GT Group Telecom Services Corp.,06/30/1999,Laurie Bowie,519-245-8234,"100 Dundas Street, Floor 3","London, Ontario",CANADA,N6A 5B6
6150,DGW,"Digital Connections, Inc.",11/3/2004,Tim Wotring,304-296-1194,"235 High St., P.O. Box 270","Morgantown,",WV,26507
6151,LAY,"Clay County Rural Telephone Co-op, Inc. dba Endeavor Communications",08/05/2001,Dennis Johnson,765-795-4261,2  S. West St.,"Cloverdale,",IN,46120
6153,PRV,People's Rural Telephone Cooperative Corp.,03/21/2000,Keith Gabbard,606-287-7101,"P.O. Box 159, US Hwy. 421","McKee,",KY,40447
6156,RBH,"Rice Belt Telephone Co., Inc.",11/07/2000,"Roy Wiles, Jr.",870-684-2288,"228 Kingshighway, P.O. Box 387","Weiner,",AR,72479-0387
6157,ORE,"Core Communications, Inc.",1/14/2005,Frederick H. Pfeiffer,864-906-4634,213 South Main St.,Anderson,SC,29624
6160,BIG,"Bloomingdale Communications, Inc.",10/18/1999,Debbie Foune,269-521-7308,"101 West Kalamazoo St., P.O. Box 187","Bloomingdale,",MI,49026
6161,QTU,"Quantum Telecommunications, Inc.",07/25/2000,Kevin Brown,410-239-6920,2975B Manchester Rd.,"Manchester,",MD,21102
6170,MHX,MH Telecom,12/15/2000,Cathy Blum,608-437-5551,200 East Horeb St.,Mt. Horeb,WI,53572
6173,EBC,Telebec Ltd.,06/14/2001,Louise Naud,819-824-7238,555 Av Centrale,"Val-d'Or, Quebec",Canada,J9P 1P6
6174,CUH,CC Communications,10/27/1999,Dale White,775-423-7654,P.O. Box 1390,"Fallon,",NV,89407-1390
6177,MVH,Mountain View Telephone Company,09/08/2000,Kenneth Sutton,870-269-3232,"218 East Main, P.O. Box 70","Mountain View,",AR,72560
6180,GBU,"Windstream NuVox, Inc.",03/15/1999,Edward Webber,585-340-2854,600 Willowbrook Office Park,Fairport,NY,14450
6182,QPL,"Peoples Telecom, LLC",3/21/2000,Keith Gabbard,606-287-7101,1080 Main St.,McKee,KY,40447
6184,KER,"Audeamus, LLC",03/21/2000,David D. Clark,559-846-6277,811 S. Madera Ave.,"Kerman,",CA,93630-1740
6185,MXG,"ACME Communications, Inc.",08/22/2000,William Richey,219-879-6600,618 Franklin Square,"Michigan City,",IN,46360
6188,DVG,"Advantage Cellular Systems, Inc.",5/5/2010,Sonja Hammond,615-464-0367,111 High St.,"Alexandria,",TN,37012-0247
6189,DVG,"Advantage Cellular Systems, Inc.",12/21/2000,Sonja Hammond,615-464-0367,111 High St.,"Alexandria,",TN,37012-0247
6203,MGZ,Magazine Telephone Company,08/17/2000,H. D. Stone,501-969-2211,40 S. Wood St.,"Magazine,",AR,72943
6204,WGR,"Wiregrass Telcom, Inc.",11/29/2000,Arlene Morgan,706-645-8116,1241 O.G. Skinner Dr.,West Point,GA,31833
6217,GCX,"GCR Telecommunications, Inc.",11/11/2000,Glenn Ratliff,434-570-1103,"1104 Seymour Dr., P.O. Box 511","South Boston,",VA,24592
6219,YTS,"Yucca Telecommunications Systems, Inc.",09/19/2000,Cecile Archibeque,575-226-2255,201 W. Second St.,"Portales,",NM,88130
6221,YTS,"Yucca Telecommunications Systems, Inc.",09/19/2000,Cecile Archibeque,575-226-2255,201 W. Second St.,"Portales,",NM,88130
6223,ETY,"E.Com Technologies, LLC",01/05/2001,Kevin Kernel,317-569-2800,750 Liberty Dr.,"Westfield,",IN,46074-8844
6224,CZQ,"Verizon Select Services, Inc.",03/13/1996,laura.r.dalton@verizon.com,,,,,
6225,IAS,"Iowa Network Services, Inc. dba Aureon Network Services, Inc. ",01/11/1989,Chris Davis,515-830-0408,7760 Office Plaza Drive South,West Des Moines,IA,50266
6229,BNE,"Net Lec, LLC",06/08/1997,Jim Paulos,920-617-7085,450 Security Blvd.,Green Bay,WI,54313
6230,EOG,"Eastern Oregon Telecom, LLC",12/04/2000,Paul Keeler,541-276-7012,P.O. Box 848,"Hermiston,",OR,97838
6231,EMA,"CenCom, Inc.",05/04/2001,Angie Urwiler,402-632-4811,110 East Elk St.,"Jackson,",NE,68743
6233,SIR,Deltacom Long Distance Services,7/7/1998,Edward J. Webber,585-340-2854,600 Willowbrook Office Park,Fairport,NY,11450
6236,HGR,Thacker-Grigsby Telephone Company,03/21/2000,William K. Grigsby,606-785-9500,P.O. Box 789,"Hindman,",KY,41822
6237,YVS,"T.V. Service, Incorporated",3/21/2000,Archie Everage,606-785-3450,"P.O. Box 1410, 2742 Hwy. 550 E.",Hindman,KY,41822
6238,HET,Heritage Telecommunications Corporation,07/07/1998,---,---,---,---,---,---
6246,WLO,"West Carolina Communications, LLC",09/15/1999,Lance Tade,864-446-9256,229 Highway 28 Bypass,"Abbeville,",SC,29620
6247,WSW,"24-7 Telcom, Inc.",03/30/1999,Randy Siler,715-231-2000,912 Crescent St.,Menomonie,WI,54751
6248,OCE,"Cochrane Cellular, Inc.",09/10/1997,Gina Tomlinson,608-248-2323,103 West 5th St.,"Cochrane,",WI,54622
6249,WFI,"WC Fiber, LLC",7/21/2017,Lance Tade,864-446-9256,229 Highway 28 Bypass  ,Abbeville,SC,29620
6250,SGS,"Cass Long Distance, Inc.",10/31/2001,Mike Reynolds,217-452-4116,100 Redbud Rd.,"Virginia,",IL,62691
6252,EII,"E. Ritter Communications Inc. dba Ritter Communications, Inc.",4/11/2005,John D. Strode,870-336-2345,2815 Longview Dr.,Jonesboro,AR,72401
6255,ISN,"Int'l. Services Network, Inc. dba ISN Communications",08/12/1996,Jonathan Lieberman,---,---,---,---,---
6257,NVA,"Conversent Communications, LLC",10/30/1998,Edward J. Webber,585-340-2854,600 Willowbrook Office Park,Fairpoint,NY,14450
6258,LEG,Caltel Long Distance,02/18/2001,Yvonne Wooster,209-785-2211,"513 Main St., P.O. Box 37","Copperopolis,",CA,95228
6262,BVQ,"Blue Valley Telecommunications, Inc.",5/6/2005,Dennis Doyle,785-799-3311,1559 Pony Express Hwy.,"Home,",KS,66438
6264,MSK,"Onvoy, LLC",10/06/1995,Bryan Bethea,312-380-4549,"550 W. Adams St., Suite 900",Chicago,IL,60661
6265,SEZ,"Sogetel, Inc.",8/31/2011,Yves Duval,819-293-6125 x1266,111 rue du 12 Novembre,"Nicolet, Quebec",CANADA,J3T 1S3
6266,OMN,OMNICOM,09/19/1997,---,805-520-7020,"1919 Williams St., Suite 350","Simi Valley,",CA,93065
6269,CJI,"CoxCom, Inc.",10/04/1996,Sandra D. Cook,404-269-5157,6305 Peachtree Dunwoody Rd.,"Atlanta,",GA,30328
6271,WIK,Wiki Wiki Telecom,07/20/2001,Darrin Cox,360-335-8844,"421 C Street, Suite 1A","Washougal,",WA,98671
6272,SAW,"South Central Wireless, Inc.",09/29/1999,Carla Shearer,620-930-1082,215 S. Iliff,Medicine Lodge,KS,67104
6274,BED,Bell Canada,02/11/1999,Laurie Bowie,519-850-5818,"100 Dundas Street, Floor 3","London, Ontario",CANADA,N6A 5B6
6276,AJF,"Aero Communications, LLC",07/17/2000,Brian Glover,270-448-7441,3901 Technology Dr.,Paducah,KY,42001
6279,LBJ,"LBH, LLC",8/6/2004,Robert Large,337-583-2002,P.O. Box 2237,"Sulphur,",LA,70664
6282,MQA,"Marquette-Adams Telephone Cooperative, Inc.",01/31/1997,Jodi Elliott,608-586-4111,"P.O. Box 45, 113 North Oxford St.","Oxford,",WI,53952
6283,NWU,NewTel Communications,04/30/1998,Peter Jamieson,902-487-2525,5788 North Street,"Halifax, Nova Scotia",CANADA,B3K 1N7
6284,CJY,"Knology Holdings, Inc.",04/22/1997,Arlene Morgan,706-645-8116,1241 O.G. Skinner Dr.,"West Point,",GA,31833
6285,BDU,Brandenburg Telecom LLC,07/20/2001,Randall Bradley,270-422-2121,200 Telco Dr.,"Brandenburg,",KY,40108
6286,ADK,"Advanced Telecommunication Network, Inc",08/18/1995,---,---,---,---,---,---
6287,ADK,"Advanced Telecommunication Network, Inc",10/09/1998,---,---,---,---,---,---
6288,EKR,TenKal Company dba Scatter Creek Communications,11/08/2001,Rick Vitzthum,360-264-6300,225 Central Avenue West,"Tenino,",WA,98589
6289,EKR,TenKal Company dba Scatter Creek Communications,11/08/2001,Rick Vitzthum,360-264-6300,225 Central Avenue West,"Tenino,",WA,98589
6296,MJY,Mulberry Cooperative Telephone Company,03/28/2001,Randy Maish,765-296-2885,"123 South Glick, P.O. Box 370","Mulberry,",IN,46058
6300,PED,"Pineland PCS, Inc.",01/22/1999,Dustin Durden,912-685-2121,30 S. Rountree St.,"Metter,",GA,30439
6307,DEG,Digital Agent Inc.,10/19/2001,Boyd Webb,404-446-3120,"1000 Circle 75 Pkwy., Suite 550","Atlanta, ",GA,30339
6309,FIA,Farmers Telecommunications Corporation,03/07/2002,"Goodrich ""Dus"" Rogers",256-638-2144 x2002,144 McCurdy Ave. North,"Rainsville,",AL,35986
6310,FIA,Farmers Telecommunications Corporation,10/23/1999,"Goodrich ""Dus"" Rogers",256-638-2144 x2002,144 McCurdy Ave. North,"Rainsville,",AL,35986
6311,ENA,"Windstream EN-TEL, LLC",01/06/2001,Edward Webber,585-340-2854,600 Willowbrook Office Park,Fairport,NY,14450
6318,YBM,"Cyber Mesa Computer Systems, Inc.",01/30/2004,Michael Lea,505-553-7526,4200 Rodeo Rd.,"Santa Fe,",NM,87507
6319,GPN,"Great Plains Communications Long Distance, Inc.",05/02/2001,LeAnn Quist,402-426-9511,1600 Great Plains Centre,"Blair,",NE,68008
6320,BVP,Beaver Creek Cooperative Telephone Company,12/05/2000,David Warner,503-632-7578,15223 S. Henrici Rd.,"Oregon City,",OR,97045
6323,HFB,"Charter Fiberlink, LLC",09/22/2000,Allyson I. Blevins,314-394-9852,12405 Powerscourt Dr.,St. Louis,MO,63131
6324,HFB,"Charter Fiberlink, LLC",6/18/2007,Allyson I. Blevins,314-394-9852,12405 Powerscourt Dr.,St. Louis,MO,63131
6325,NST,"North State Communications Long Distance, LLC dba North State Communications",08/22/1996,Peggy Pierce,336-886-3840,"111 North Main St., P.O. Box 2326","High Point,",NC,27261
6327,SAX,Cascade Access LLC,02/05/2001,Matt Day,503-630-8906,303 SW Zobrist,"Estacada,",OR,97023
6328,LLG,"CenCom, Inc.",05/03/2001,Angie Urwiler,402-632-4321,110 East Elk St.,Jackson,NE,68743
6329,FBW,"Pathway Com-Tel, Inc.",02/06/1998,Steven R. Allen,817-447-2222,"P.O. Box 1298, 427 N. Broadway","Joshua,",TX,76058
6330,LVC,"Level 3 Communications, L.L.C.",05/12/1998,Lori Northup,303-707-8654,700 W. Mineral Ave.,Littleton,CO,80120
6332,NEF,"Northeast Florida Long Distance Company, Inc.",06/18/1996,Joseph Glass,904-259-2261,"130 North 4th Street, P. O. Box 485","Macclenny,",FL,32063
6333,---,Teleglobe Canada ULC,10/23/1996,Diana Peneva,703-657-8414,1555 Rue Carrie-Derick,"Montreal, Quebec",CANADA,H3C 6W2
6340,PUA,PaeTec Communications Inc.,07/24/1998,Michele Gottorff,585-340-2500,600 Willowbrook Office Park,"Fairport,",NY,14450
6341,PUA,PaeTec Communications Inc.,09/10/1998,Michele Gottorff,585-340-2500,600 Willowbrook Office Park,"Fairport,",NY,14450
6342,WNW,"Westelcom Network, Inc.",06/23/2000,Paul Barton,315-785-3914,"2 Champlain Ave., P.O. Box 249",Westport,NY,12993-0249
6345,EVB,TELVIC Interurbain Inc.,01/29/2004,Marco Plante,418-588-1005,264 Rue St-Joseph,"Saint-Victor, Quebec",Canada,G0M 2B0
6348,WNW,"Westelcom Network, Inc.",06/23/2000,Paul Barton,315-785-3914,"2 Champlain Ave., P.O. Box 249",Westport,NY,12993-0249
6353,NWU,NewTel Communications,04/30/1998,Peter Jamieson,902-487-2525,5788 North Street,"Halifax, Nova Scotia",CANADA,B3K 1N7
6354,RDH,Ardmore Telephone Company,02/17/2000,Ray Widner,256-423-5125,30190 Ardmore Ave.,"Ardmore,",TN,38449
6357,EPJ,"Eltopia Communications, LLC",9/15/2010,Will MacHugh,509-430-0411,2304 Ringold Rd.,Eltopia,WA,99330
6358,VEO,Vernon Communications Cooperative,05/07/2001,Scott Haakenson,608-634-7423,103 North Main St.,"Westby,",WI,54667
6360,CCQ,"360¿ Long Distance Co., Inc.",03/19/1997,James A. Eichenlaub,919-852-2943,"4000 Regency Parkway, Room 300A",Cary,NC,27511
6362,FOC,"Broadwing Communications, LLC",03/16/1997,Lori Northup,303-707-8654,700 W. Mineral Ave.,Littleton,CO,80120
6364,BMF,"Metro FiberNet, LLC",1/31/2014,Amber Goulet,812-213-1066,3701 Communications Way,Evansville,IN ,47715
6366,NEU,Nemont Communications Inc.,01/10/1998,Kathy Greenwood,406-783-2206,"61 Hwy. 13 So., P.O. Box 600","Scobey,",MT,59263
6369,BNF,Beanfield Technologies Inc.,9/18/2017,Kevin Broadfoot,416-583-2029,418-77 Mowat Ave.,Toronto,"Ontario, Canada",M6K 3E3
6375,DSE,"DSLnet Communications, LLC",07/27/1999,Schula Hobbs,203-284-6109,50 Barnes Park North,Wallingford,CT,06492
6383,EIR,"LecStar Telecom, Inc.",04/06/2000,---,---,---,---,---,---
6384,ERN,Eastern Telecommunications Inc. (ETI),02/23/1996,Avi Oustatcher,---,"17 John Street, 16th Floor",New York,NY,10038
6385,---,North Frontenac Telephone Corporation Ltd.,09/30/2001,Dave Smith,613-279-2193,1019 Windwood Dr.,"Sharbot Lake, Ontario",CANADA,K0H 2P0
6388,MTV,Metropolitan Telecommunications,03/24/2000,Paola Bulloch,212-607-6341,"55 Water St., 32nd Floor","New York,",NY,10041
6394,NXM,Nexicom Telecommunications Inc.,09/30/2001,John E. Downs,705-932-4100,5 King St. E.,"Millbrook, Ontario",CANADA,L0A 1G0
6395,---,Nexicom Telephones Inc.,09/30/2001,R. Paul Downs,705-932-4101,5 King St. E.,"Millbrook, Ontario",CANADA,L0A 1G0
6397,WLE,"Worldnet Communications, Inc. dba TMS",07/30/2001,Theresa Atkins,---,One Telergy Parkway,"East Syracuse,",NY,13057
6398,RNA,"Trans National Communications International, Inc.",12/19/1996,Brenda MacDonald,617-369-1229,2 Charlesgate West,"Boston,",MA,02215
6399,GPN,"Great Plains Communications Long Distance, Inc.",07/25/2002,LeAnn Quist,402-426-9511,1600 Great Plains Centre,"Blair,",NE,68008
6400,DER,Dialaround Enterprises Inc.,05/14/2001,Anthony Sabbatino,---,---,---,---,---
6411,,RESTRICTED-Unavailable for assignment until further notice,,,,,,,
6416,GIB,"Gila Local Exchange Carrier, Inc.",6/22/2009,Derek E. White,520-796-8845,7065 W. Allison Rd.,Chandler,AZ,85226
6423,OLL,"Comcell, Inc.",2/15/2018,Cliff Humpert,940-423-6201,10184 St. Hwy. 25 E.,Windthorst,TX,76389
6425,WTF,"ALEC, LLC",08/22/1997,Mark I. Hayes,859-721-4224,"250 W. Main St., Suite 1920",Lexington,KY,40507
6426,NCV,"NetCarrier TeleCom, Inc.",07/12/2001,Caryn J. Gerczak,215-966-3382,4000 N. Cannon Ave.,"Lansdale,",PA,19446
6427,MIV,"CenturyLink Communications, LLC",02/11/1999,James B. Cooper,318-340-5343,100 CenturyLink Dr.,Monroe,LA,71203
6430,NXX,"Nextera Communications, LLC",9/23/2005,Scott Eichhorst,218-824-6400,517 NW 4th St.,Brainerd,MN,56401
6433,SGO,Seamless Geoport Communications Inc. dba Middleburgh Telephone Long Distance,6/5/2015,Jason Becker,518-827-5211,103 Cliff St.,Middleburgh,NY,12122
6434,MHY,"Maritime Telegraph and Telephone Company, Ltd.",04/30/1998,Peter Jamieson,902-487-2525,5788 North Street,"Halifax, Nova Scotia",CANADA,B3K 1N7
6435,YTC,Yelcot Telephone Company,10/25/2000,Lang Zimmerman,870-425-3100,207 E. 4th St.,"Mountain Home,",AR,72653
6437,IDS,"IDS Long Distance, Inc.",,Burris Millstone,---,---,---,---,---
6438,IDR,IDT Corporation,08/21/1998,---,---,---,---,---,---
6443,MIH,"TVC Albany, Inc.",01/07/1999,Anthony Lievanos,518-694-8716,"41 State St., 10th Floor",Albany,NY,12207
6444,THB,"ColoTel, LLC",03/16/1997,---,---,---,---,---,---
